Authors,Title
1174.	A. F. M. G. Kibria and M. M. Islam,Reduction of over segmentation in JSEG using canny edge detector
"1175.	A. F. M. G. Kibria and M. M. Islam, Color image segmentation using visible color difference and canny edge detector",2012 15th International Conference on Computer and Information Technology (ICCIT)
"1176.	Md Rezaul Karim, Md Jawaherul Alam, Md Saidur Rahman, On Some Properties of Doughnut Graphs",Combinatorial Algorithms: 23rd International Workshop
"1177.	H. Dev, T. Sen, M. Basak, Mohammed Eunus Ali, An Approach to Protect the Privacy of Cloud Data from Data Mining Based Attacks",3rd International Workshop on Data Intensive Computing in the Clouds (Datacloud)
"1178.	Shahidul Islam Khan, Abu Sayed Md. Latiful Hoque",Scalability and performance analysis of CRUD matrix based fragmentation technique for distributed database
"1179.	Md. Shohrab Hossain, M. Atiquzzaman",Analysis of Proxy Mobile IPv6: A Network-based Mobility Solution
"1180.	Md. Shohrab Hossain, M. Atiquzzaman, W. Ivancic",Cost and Efficiency Analysis of Hierarchical SIGMA
"1181.	Md. Shohrab Hossain, M. Atiquzzaman, W. Ivancic",Performance Comparison between Multihomed Network Mobility Protocols
1182.	Md. Shohrab Hossain,A Network-based Seamless Handover scheme for Multi-homed devices
"1183.	Muhammad Abdullah Adnan, Zonohedra, Zone Graphs, and Their Linear Area Straight Line Grid Drawings",Workshop on Graph Drawing and Graph Algorithms (GDGA)
"1184.	Azad Abdus Salam, Md. Kamrul Hasan, M.Arif Imtiazur Rahman, Md. Mustafizur Rahman, Nashid Shahriar, Changing trends of climate in Bangladesh and a noble procedure of distribution of rainfall by clustering",International Conference on Statistical Data Mining for Bioinformatics Health Agriculture and Environment
"1185.	Akramul Azim, Mohammad Mahfuzul Islam, Deterministic cluster head selection for wireless sensor networks",25th IEEE Canadian Conference on Electrical and Computer Engineering (CCECE)
"1186.	Tanay Kumar Saha, Muhammad Masroor Ali",A proposed framework for full automation of software testing process
"1187.	Abu Reyan Ahmed, Md. Mazharul Islam, Md. Saidur Rahman, On acyclic colorings of graphs",15th International Conference on Computer and Information Technology (ICCIT 2012)
"1188.	Md. Rezaul Karim, Md. Jawaherul Alam, Md. Saidur Rahman",On Some Properties of Doughnut Graphs
"1189.	Debajyoti Mondal, Rahnuma Islam Nishat, Md. Saidur Rahman, Sue Whitesides",Acyclic Coloring with Few Division Vertices
"1190.	Hasan Shahid Ferdous, Saif Ahmed, Md. Azharul Islam, Md. Humayun Kabir, Mortuza Asish Ahmad",A Research Study on Determining the Effect of 3G Cellular Network on the Implementation of e-Governance in Bangladesh
"1191.	S.M. Ferdous, Anindya Das, M. Sohel Rahman, Md. Mustafizur Rahman",An Ant Colony Optimization approach to solve the Minimum String Cover Problem
"1192.	Asif Salekin, Md. Mustafizur Rahman, Raihanul Islam, Composite Pattern Matching in Time Series",The 15th International Conference on Computer & Information Technology (ICCIT 2012)
"1193.	Asif Salekin, Md. Mustafizur Rahman",Pattern Matching In Time Series Using Combination Of Neural Network And Rule Based Approach
"1194.	H. Dev, T. Sen, M. Basak, Mohammed Eunus Ali",An Approach to Protect the Privacy of Cloud Data from Data Mining Based Attacks
"1195.	A. B. M. Alim Al Islam, S. M. Iftekharul Alam, V. Raghunathan, S. Bagchi",Multi-Armed Bandit Congestion Control in Multi-Hop Infrastructure Wireless Mesh Networks
"1196.	A. B. M. Alim Al Islam, V. Raghunathan",A Cross-Layer Analytical Model to Estimate the Capacity of a WiMAX Network
"1197.	Amran Kabir, Mahjabeen Alam, Lubna Ahmed, Sanjida Sabah, Hasan Shahid Ferdous",Performance Comparison of Medium Access Control Schemes for IEEE 802.11
"1198.	Samiul Monir, Sabirat Rubya, Hasan Shahid Ferdous",Rotation and Scale Invariant Posture Recognition using Microsoft Kinect Skeletal Tracking Feature
"1199.	Md. Rashidujjaman Rifat, shubrami Moutushy, Hasan Shahid Ferdous",A Location Based Advertisement Scheme using OpenStreetMap
"1200.	Hasan Shahid Ferdous, Farhana Murtaza Choudhury, Md. Rashidujjaman Rifat, Shubrami Moutushy",Usability Analysis of e-Governance Services in Bangladesh - A Survey and Future Directions
"1201.	Fatemeh Saremi, Praveen Jayachandran, Forrest Iandola, Md. Yusuf Sarwar Uddin, Tarek Abdelzaher, Aylin Yener",On Schedulability and Time Composability of Multisensor Data Aggregation Networks
"1202.	Sumaiya Iqbal, M. Sohel Rahman",VEHICLE ROUTING PROBLEMS WITH SOFT TIME WINDOWS
"1203.	Shihabur Rahman Chowdhury, Md. Mahbubul Hasan, Sumaiya Iqbal, M. Sohel Rahman",Computing a Longest Common Palindromic Subsequence
"1204.	Shubrami Moutushy, Md. Rashidujjaman Rifat, Hasan Shahid Ferdous",Guess or Locate: A Location based Gaming Approach to Teach Children Collaborating with the Real World
"1205.	Farhana Murtaza Choudhury, Md. Rashidujjaman Rifat, Shubrami Moutushy, Hasan Shahid Ferdous",RetrospectGallery: Create Stories From Your Life
"1206.	Md. Yusuf Sarwar Uddin, Md Tanvir Al Amin, Hieu Le, Tarek Abdelzaher , Tommy Nguyen , Boleslaw Szymanski",On Diversifying Source Selection in Social Sensing
"1207.	Sumaiya Nazeen, Tanaeem M Moosa, M. Sohel Rahman, Rezwana Reaz Rimpi",Linear Time Inference of Strings from Cover Arrays using a Binary Alphabet
"1208.	Nashid Shahriar, Mahfuza Sharmin, Reaz Ahmed, Md. Mustafizur Rahman, Raouf Boutaba, Bertrand Mathieu, Diurnal Availability for Peer-to-Peer Systems",IEEE Consumer Communications and Networking Conference (IEEE CCNC)
"1209.	Rifat Shahriyar, Stephen M Blackburn, and Daniel Frampton, Down for the Count? Getting Reference Counting Back in the Ring",Eleventh ACM SIGPLAN International Symposium on Memory Management
"1210.	S. M. Farhad, Y. Ko, B. Burgstaller, B. Scholz",Profile-Guided Deployment of Stream Programs on Multicores
"1211.	M. I. Hossain, Muhammad Masroor Ali",SQL query based data synchronization in heterogeneous database environment
"1212.	J. Yao, X. Liu, W. He, A.K.M. Ashikur Rahman",Dynamic Control of Electricity Cost with Power Demand Smoothing and Peak Shaving for Distributed Internet Data Centers
"1213.	A.K.M. Ashikur Rahman, C. Williamson, Delta Graphs for Wireless ad hoc networks, IEEE Communications Society Conference on Sensor",Mesh and Ad Hoc Communications and Networks (IEEE SECON)
"1214.	Muhammad Abdullah Adnan, R. Sugihara, R. Gupta",Energy Efficient Geographical Load Balancing via Dynamic Deferral of Workload
"1215.	Md. Mostofa Ali Patwary, P. Refsnes, F. Manne",Multi-core spanning forest algorithms using the disjoint-set data structure
"1216.	E. Farhana, M. Sohel Rahman, Efficient Algorithm for Restricted LCS Problem",4th International Conference on Bioinformatics and Computational Biology (BiCOB)
"1217.	Mahfuza Sharmin, M. Afrin, M. Sohel Rahman",Local Search Techniques for Placing Unique Restriction Sites in Synthetic Genomes
"1218.	Sammi Abida Salma, Md. Saidur Rahman",Triangle-Free Outerplanar 3-Graphs are Pairwise Compatibility Graphs
"1219.	Anindya Iqbal, M. Murshed",Range-free Passive Localization Using Static and Mobile Sensors
"1220.	J. S. Firoz, M. Sohel Rahman, T. K. Saha",Bee Algorithms for Solving DNA Fragment Assembly Problem with Noisy and Noiseless data
"1221.	Md. Shohrab Hossain, M. Atiquzzaman, William Ivancic",On the Efficiency of IPv6-based Network Mobility
"1222.	Md. Shohrab Hossain, M. Atiquzzaman , William Ivancic",Performance Evaluation of Multi-homed NEMO
"1223.	Md. Shohrab Hossain, Mohammed Atiquzzaman and William Ivancic",Scalability analysis of a multihomed network mobility protocol
"1224.	M. S. Hossain, A. B. M. A. A. Islam, M. Kulkarni, and V. Raghunathan, SETL: A Set Based Programming Abstraction for Wireless Sensor Networks",In Proceedings of 10th International Conference on Information Processing in Sensor Networks (IPSN)
"1225.	Rifat Shahriyar, Md. Mostofa Akbar, M Sohel Rahman, M Faizul Bari, and Shampa Shahriyar, CORS - A Cost Optimized Resource Reservation Scheme for Grid",International Conference on Parallel and Distributed Processing Techniques and Applications
"1226.	S. Sharmin, J. A. Telle, M. Vatshelle, E. M. Hvidevold, Finding good decompositions for dynamic programming on dense graphs",Proceedings of the 6th International Symposium on Parameterized and Exact Computation
"1227.	Fariha Tasmin Jaigirdar, Mohammad Mahfuzul Islam, Sikder Rezwanul Huq",An Efficient and Cost Effective Maximum Clique Analysis based Approximation in Military Application of Wireless Sensor Network
"1228.	Ahsan Habib, Abu Sayed Md. Latiful Hoque, Md. Russel Hussain, Sabir Ismail, Compression enhancement of HIBASE technique using HUFFMAN coding",14th International Conference on Computer and Information Technology (ICCIT)
"1229.	Md. Emran Chowdhury, Md. Saidur Rahman, Orthogonal Point-Set Embeddings of 3-Connected and 4-Connected Planar Graphs",14th International Conference on Computer & Information Technology (ICCIT 2011)
"1230.	Rahnuma Islam Nishat, Debajyoti Mondal, Md. Saidur Rahman",Point-Set Embeddings of Plane 3-Trees
"1231.	Rahnuma Islam Nishat, Debajyoti Mondal, Rahnuma Islam Nishat",Debajyoti Mondal and Point-Set Embeddings of Plane 3-Trees
"1232.	Ali S. Sabbir, Khosru Md. Salim, Md. Mustafizur Rahman, Md. Hasanuzzaman Bhuiyan, Hasan Shahid Ferdous, Syed Ishtiaque Ahmed",Birth Record Communicator: A Pathway to Automated Health Data Acquisition System
"1233.	A. B. M. Alim Al Islam, V. Raghunathan, Assessing the Viability of Cross-Layer Modeling for Asynchronous, Multi-hop, Ad-hoc Wireless Mesh Networks",9th International Symposium on Mobility Management and Wireless Access (MOBIWAC)
"1234.	A. B. M. Alim Al Islam, S. M. Iftekharul Alam, V. Raghunathan, S. Bagchi",MABCC: Multi-Armed Bandit Congestion Control in Multi-hop Infrastructure Wireless Mesh Networks
"1235.	A. B. M. Alim Al Islam, V. Raghunathan",End-to-End Congestion Control in Wireless Mesh Networks using a Neural Network
"1236.	M. S. Hossain, A. B. M. Alim Al Islam, M. Kulkarni, V. Raghunathan, ""μ""SETL: A Set Based Programming Abstraction for Wireless Sensor Networks",10th International Conference on Information Processing in Sensor Networks (IPSN)
"1237.	A. B. M. Alim Al Islam, M. S. Hossain, V. Raghunathan, Y. C. Hu",Backpacking: Energy-Efficient Deployment of Heterogeneous Radios in High Data Rate Sensor Networks
"1238.	Masum Ahmed, A. K. M. Fahad Aziz, Raj Narayan Saha, Susmita Das, Laila Sharmin, Hasan Shahid Ferdous",Towards a Mobile Phone Based Solution for Microcredit in Rural Bangladesh
"1239.	Md. Ridwanur Rahman, Md. Rashidujjaman Rifat, Shubrami Moutushy, Hasan Shahid Ferdous",Towards a Customizable Effective Patient Management System for Ensuring Quality Medical Service
"1240.	Md. Rashidujjaman Rifat, Shubrami Moutushy, Syed Ishtiaque Ahmed, Hasan Shahid Ferdous",Location Based Information System Using OpenStreetMap
"1241.	Tasnia Jahed, Ipshita Das, Niaz Iqbal, Sanjida Sabah, Hasan Shahid Ferdous",Design Challenges and Scope for Cognitve Radio Wireless Networks in Bangladesh
"1242.	Farah Naz, Tanzina Chowdhury, Sanjida Sabah, Hasan Shahid Ferdous",A Study on the Challenges and Importance of Vehicular Network in the Context of Bangladesh
"1243.	Sohaila Binte Ridwan, Hasan Shahid Ferdous, Syed Ishtiaque Ahmed",The Challenges and Prospect of OpenStreetMap in Bangladesh
"1244.	Sabirat Rubya, Samiul Monir, Hasan Shahid Ferdous",A Flexible Keypad Reducing Keystrokes and Key Jamming for Cell Phones
"1245.	Hasan Shahid Ferdous, Manzur Murshed",Analytical Modeling of Multiuser Dynamic OFDMA based IEEE 802.11 under Saturation Load
"1246.	Hasan Shahid Ferdous, Manzur Murshed",Ad Hoc Operation of Enhanced IEEE 802.11 with Multiuser Dynamic OFDMA under Saturation Load
"1247.	Arshia Zernab Hassan, Bushra Tasnim Zahed, Fatema Tuz Zohora, Johra Muhammad Moosa, Tasmiha Salam, Md. Mustafizur Rahman",Socializing Autistic Children with Interactive Computer Games
"1248.	Ridwan Rashid Noel, Asif Salekin, Raihanul Islam, Sazzadur Rahaman, Rakibul Hasan, Hasan Shahid Ferdous",A Natural User Interface Classroom based on Kinect
"1249.	Sarah Masud, Monjura Afrin, Farhana Murtaza Choudhury, Syed Ishtiaque Ahmad, Hasan Shahid Ferdous",VizResearch: Linking the Knowledge of People and the People with Knowledge
"1250.	Arshia Zernab Hassan, Bushra Tasnim Zahed, Fatema Tuz Zohora, Johra Muhammad Moosa, Tasmiha Salam, Md. Mustafizur Rahman",Developing the Concept of Money by Interactive Computer Games for Autistic Children
"1251.	Anika Anwar, Md. Mustafizur Rahman, S. M. Ferdous, Samiul Alam Anik, Syed Ishtiaque Ahmed",A Computer Game based Approach for Increasing Fluency in the Speech of the Autistic Children
"1252.	Mirfat Akter Sharmin, Md. Mizanur Rahman, Syed Ishtiaque Ahmed, Md. Mustafizur Rahman, S. M. Ferdous",Teaching intelligible speech to the Autistic children by interactive computer games
"1253.	Md. Yusuf Sarwar Uddin, Hongyan Wang, Fatemeh Saremi, Guo-Jun Qi, Tarek Abdelzaher, Thomas Huang",PhotoNet: a Similarity-aware Picture Delivery Service for Situation Awareness
"1254.	Sukarna Barua, Md. Monirul Islam, Kazuyuki Murase",A Novel Synthetic Minority Oversampling Technique for Imbalanced Data Set Learning
"1255.	S. M. Farhad, Y. Ko, B. Burgstaller, B. Scholz, Orchestration by approximation",Mapping stream programs onto multi-core architectures
"1256.	A. Biswas, S. Chowdhury, M.M.M. Khan, Masud Hasan, A.I. Khan",Some Basic Ternary Operations Using Toffoli Gates along with the Cost of Implementation
"1257.	A. Dumitrescu, Masud Hasan, Cutting Out Polygons with a Circular Saw",In Proc. 22nd International Symposium on Algorithms and Computation
"1258.	Md. Ehtesamul Haque, A.K.M. Ashikur Rahman",Fault Tolerant Interference-Aware Topology Control for Ad hoc Wireless Networks
"1259.	Md. Yusuf Sarwar Uddin, Ahmed Khurshid, H. D. Jung, C. Gunter, M. Caesar, T. Abdelzaher",Making DTNs Robust Against Spoofing Attacks with Localized Countermeasures
"1260.	P. Mittal, Ahmed Khurshid, J. Juen, M. Caesar, N. Borisov",Stealthy Traffic Analysis of Low-Latency Anonymous Communication Using Throughput Fingerprinting
"1261.	A. Arefin, Ahmed Khurshid, M. Caesar, K. Nahrstedt",Scaling Data-Plane Logging in Large Scale Networks
"1262.	Ahmed Khurshid, F. Kiyak, M. Caesar, Improving Robustness of DNS to Software Vulnerabilities",Annual Computer Security Applications Conference (ACSAC)
"1263.	Ahmed Khurshid, Md. Humayun Kabir, Md. Anindya Tahsin Prodhan",An Improved TCP Congestion Control Algorithm forWireless Networks
"1264.	T. Oaul, Md. Humayun Kabir, Md. Anindya Tahsin Prodhan, M. Chowdhury",Methods for XML Phrase Query Processing over a Collection of XML Documents
"1265.	Md. Anindya Tahsin Prodhan, Rajkumar Das, Md. Humayun Kabir, G. A. Shoja",Probabilistic Quota Based Adaptive Routing for Opportunistic Networks
"1266.	Md. Mostofa Ali Patwary, A. H. Gebremedhin, A. Pothen, New Multithreaded Ordering and Coloring Algorithms for Multicore Architectures",Proceedings of 17th International European Conference on Parallel and Distributed Computing (Euro-Par 2011)
"1267.	Anindya Iqbal, M. Murshed",Demand-driven Movement Strategy for Moving Beacons in Distributed Sensor Localization
"1268.	M. Murshed, Anindya Iqbal, T. Sabrina, Kh. M. Alam",A Subset Coding based k-Anonymization Technique to Trade-off Location Privacy and Data Integrity in Participatory Sensing System
"1269.	K. Lee, D. Palsetia, R. Narayanan, Md. Mostofa Ali Patwary, Ankit Agrawal, A. Choudhary, Twitter Trending Topic Classification, Proceedings of ICDM Workshops",The 6th Workshop on Optimization Based Methods for Emerging Data Mining Problems (OEDM)
"1270.	Y. Zhang, Md. Mostofa Ali Patwary, S. Misra, A. Agrawal, W. Liao, A. Choudhary",Enhancing Parallelism of Pairwise Statistical Significance Estimation for Local Sequence Alignment
"1271.	T. M. Moosa, M. Sohel Rahman",mproved Algorithms for the Point-Set Embeddability Problem for Plane 3-Trees
"1272.	Tonmoy Guha Roy, Sourabh Aryabhatta, Md. Mohsin Uddin, Md. Saidur Rahman",On Graceful Labelings of Trees
"1273.	M. T. I. Aumi, T. M. Moosa, M. Sohel Rahman",Fast Algorithms for Finding Patterns in Indeterminate and Arc-Annotated Sequences
"1274.	Debajyoti Mondal, Mohammad Jawaherul Alam, Md. Saidur Rahman",Minimum-Layer Drawings of Trees
"1275.	Debajyoti Mondal, Rahnuma Islam Nishat, Sue Whitesides, Md. Saidur Rahman, Acyclic Colorings of Graph Subdivisions",International Workshop on Combinatorial Algorithms (IWOCA).
