Author Name,Author ID
,BUET_
"""Cooling energy integration in SimGrid","BUET_""Cooling_energy_integration_in_SimGrid"
"""μ""SETL: A Set Based Programming Abstraction for Wireless Sensor Networks","BUET_""μ""SETL:_A_Set_Based_Programming_Abstraction_for_Wireless_Sensor_Networks"
1.	Zarif Ikram,BUET_1.	Zarif_Ikram
Finding good decompositions for dynamic programming on dense graphs,BUET_Finding_good_decompositions_for_dynamic_programming_on_dense_graphs
Finding suitable places for live campaigns using location-based services,BUET_Finding_suitable_places_for_live_campaigns_using_location-based_services
Flora D. Salim,BUET_Flora_D._Salim
Florence F Wagner,BUET_Florence_F_Wagner
Forecasting Time Series - A Layered Ensemble Architecture,BUET_Forecasting_Time_Series_-_A_Layered_Ensemble_Architecture
Forrest Iandola,BUET_Forrest_Iandola
Francisco Grisanti,BUET_Francisco_Grisanti
From Blackboards to Byteboards: Adapting to the Digital Age on Campus,BUET_From_Blackboards_to_Byteboards:_Adapting_to_the_Digital_Age_on_Campus
G Lu,BUET_G_Lu
G Manning,BUET_G_Manning
G. A. Shoja,BUET_G._A._Shoja
G. C. Shoja,BUET_G._C._Shoja
G. Ganapathy,BUET_G._Ganapathy
G. Hossain,BUET_G._Hossain
G. Kundu,BUET_G._Kundu
G. Shoja,BUET_G._Shoja
G. Sorwar,BUET_G._Sorwar
G. Zanrei,BUET_G._Zanrei
G.R. Madey,BUET_G.R._Madey
GC Shoja,BUET_GC_Shoja
GEMv2: Multilingual NLG Benchmarking in a Single Line of Code,BUET_GEMv2:_Multilingual_NLG_Benchmarking_in_a_Single_Line_of_Code
GOLAM MD. MURADUL BASHIR,BUET_GOLAM_MD._MURADUL_BASHIR
GPNOCSIM A general purpose Simulator for Network-On-Chip,BUET_GPNOCSIM_A_general_purpose_Simulator_for_Network-On-Chip
Gene Tree Parsimony in the Presence of Gene Duplication,BUET_Gene_Tree_Parsimony_in_the_Presence_of_Gene_Duplication
Gene tree parsimony for incomplete gene trees,BUET_Gene_tree_parsimony_for_incomplete_gene_trees
Generalized edge-rankings of trees,BUET_Generalized_edge-rankings_of_trees
Generalized vertex-rankings of partial k-trees,BUET_Generalized_vertex-rankings_of_partial_k-trees
Genetically Evolved Macro-Actions in AI Planning Problems,BUET_Genetically_Evolved_Macro-Actions_in_AI_Planning_Problems
Geometry in Solving Systems of Linear Equations,BUET_Geometry_in_Solving_Systems_of_Linear_Equations
Gias Uddin,BUET_Gias_Uddin
Goce Trajcevski,BUET_Goce_Trajcevski
Golam Md. Muradul Bashir,BUET_Golam_Md._Muradul_Bashir
Golam Sorwar,BUET_Golam_Sorwar
Gourab Kundu,BUET_Gourab_Kundu
Gous Miah,BUET_Gous_Miah
Graceful Labelling of Complete Binary Trees,BUET_Graceful_Labelling_of_Complete_Binary_Trees
Graph Matching Recombination for Evolving Neural Networks,BUET_Graph_Matching_Recombination_for_Evolving_Neural_Networks
Group Trip Planning Queries in Spatial Databases,BUET_Group_Trip_Planning_Queries_in_Spatial_Databases
Group Trip Scheduling (GTS) Queries in Spatial Databases,BUET_Group_Trip_Scheduling_(GTS)_Queries_in_Spatial_Databases
Group nearest neighbor queries in the presence of obstacles,BUET_Group_nearest_neighbor_queries_in_the_presence_of_obstacles
Gulin Oz,BUET_Gulin_Oz
Guo-Jun Qi,BUET_Guo-Jun_Qi
Gustavo B. Figueiredo,BUET_Gustavo_B._Figueiredo
H. Akita,BUET_H._Akita
H. D. Jung,BUET_H._D._Jung
H. H. Haque,BUET_H._H._Haque
H. I. Akbar,BUET_H._I._Akbar
H. Li,BUET_H._Li
H. Zannat,BUET_H._Zannat
H.M. Hassan,BUET_H.M._Hassan
H.S. e,BUET_H.S._e
HEM: A hybrid evolutionary model for event detection in untrustworthy sensing,BUET_HEM:_A_hybrid_evolutionary_model_for_event_detection_in_untrustworthy_sensing
HEliOS: Huffman Coding Based Lightweight Encryption Scheme for Data Transmission,BUET_HEliOS:_Huffman_Coding_Based_Lightweight_Encryption_Scheme_for_Data_Transmission
HM Cyrus,BUET_HM_Cyrus
Ha Kyung Kong,BUET_Ha_Kyung_Kong
Haiying Shen,BUET_Haiying_Shen
Halina Podbielska,BUET_Halina_Podbielska
Hamada RH Al-Absi,BUET_Hamada_RH_Al-Absi
Handwritten Bangla Digit Recognition using a Neural Network,BUET_Handwritten_Bangla_Digit_Recognition_using_a_Neural_Network
Harshil Ratnu,BUET_Harshil_Ratnu
Hasan Mohammad Al-Amin,BUET_Hasan_Mohammad_Al-Amin
Hasan Murad,BUET_Hasan_Murad
Hasan Shahid Ferdous,BUET_Hasan_Shahid_Ferdous
Hasib Zunair,BUET_Hasib_Zunair
Hateful Speech Detection in Public Facebook Pages for the Bengali Language,BUET_Hateful_Speech_Detection_in_Public_Facebook_Pages_for_the_Bengali_Language
Haz Sameen Shahgir,BUET_Haz_Sameen_Shahgir
Hemayet Hossain,BUET_Hemayet_Hossain
Heng-Lu Chang,BUET_Heng-Lu_Chang
Henna Kim,BUET_Henna_Kim
Henrike O Heyne,BUET_Henrike_O_Heyne
Henry Paulson,BUET_Henry_Paulson
Hesah Alsweed,BUET_Hesah_Alsweed
Hesham A Rakha,BUET_Hesham_A_Rakha
Hidden Topic Sentiment Model,BUET_Hidden_Topic_Sentiment_Model
Hidden problems with the hidden node problem,BUET_Hidden_problems_with_the_hidden_node_problem
Hideya Kawaji,BUET_Hideya_Kawaji
Hierarchical Model of GRSB Protocol,BUET_Hierarchical_Model_of_GRSB_Protocol
Hieu Le,BUET_Hieu_Le
High Performance Approximate Computing by Adaptive Relaxed Synchronization,BUET_High_Performance_Approximate_Computing_by_Adaptive_Relaxed_Synchronization
Himadri Mazumder,BUET_Himadri_Mazumder
Hiromu Ito,BUET_Hiromu_Ito
Hitting your MARQ: Multimodal ARgument Quality Assessment in Long Debate Video,BUET_Hitting_your_MARQ:_Multimodal_ARgument_Quality_Assessment_in_Long_Debate_Video
Hongning Wang,BUET_Hongning_Wang
Hongyan Wang,BUET_Hongyan_Wang
Hoque ASML,BUET_Hoque_ASML
Hossain Mahmud,BUET_Hossain_Mahmud
Hossein Ahmadi,BUET_Hossein_Ahmadi
How smart your smartphone is in lie detection?,BUET_How_smart_your_smartphone_is_in_lie_detection?
Hrishikesh B Acharya,BUET_Hrishikesh_B_Acharya
Hua Lu,BUET_Hua_Lu
Hua-Jun Hong,BUET_Hua-Jun_Hong
Husnu Narman,BUET_Husnu_Narman
Husnu S Narman,BUET_Husnu_S_Narman
Husnu S. Narman,BUET_Husnu_S._Narman
I. Ahmad,BUET_I._Ahmad
I. Ahmed,BUET_I._Ahmed
I. Jahangir,BUET_I._Jahangir
I. Jayasekera,BUET_I._Jayasekera
I. King,BUET_I._King
I. Nargis,BUET_I._Nargis
I.A. Sadi,BUET_I.A._Sadi
IEEE Communications Society Conference on Sensor,BUET_IEEE_Communications_Society_Conference_on_Sensor
Ibraheem Muhammad Moosa,BUET_Ibraheem_Muhammad_Moosa
Ibrahim Asadullah Tahmid,BUET_Ibrahim_Asadullah_Tahmid
Ibrahim Hossain,BUET_Ibrahim_Hossain
Iffatur Ridwan,BUET_Iffatur_Ridwan
Iftekhar Mahmud,BUET_Iftekhar_Mahmud
Iftekhar Naim,BUET_Iftekhar_Naim
Image Compression Using Neural Network,BUET_Image_Compression_Using_Neural_Network
Image spatial resolution enhancement: A novel wavelet approach,BUET_Image_spatial_resolution_enhancement:_A_novel_wavelet_approach
Imali Hettiarachchi,BUET_Imali_Hettiarachchi
Imam Hasan,BUET_Imam_Hasan
Implementation of ID3 Algorithm by Coverage Vector,BUET_Implementation_of_ID3_Algorithm_by_Coverage_Vector
Improved protein disorder predictor by smoothing output,BUET_Improved_protein_disorder_predictor_by_smoothing_output
Improvement in Mode-Finding Algorithms,BUET_Improvement_in_Mode-Finding_Algorithms
Improvements in Double-ended Priority Queues,BUET_Improvements_in_Double-ended_Priority_Queues
Improvements in double ended priority queues,BUET_Improvements_in_double_ended_priority_queues
Improving Robustness of DNS to Software Vulnerabilities,BUET_Improving_Robustness_of_DNS_to_Software_Vulnerabilities
Imranul Hoque,BUET_Imranul_Hoque
Imranur Rahman,BUET_Imranur_Rahman
Imtiaz Ahmed,BUET_Imtiaz_Ahmed
Imtiaz Karim,BUET_Imtiaz_Karim
Inaba Bhuiyan,BUET_Inaba_Bhuiyan
Independence Number and Hamiltonicity of Graphs (Conference,BUET_Independence_Number_and_Hamiltonicity_of_Graphs_(Conference
Indexing factors in dna/rna sequences,BUET_Indexing_factors_in_dna/rna_sequences
Indranil Gupta,BUET_Indranil_Gupta
Information Society,BUET_Information_Society
Ingilief Hallgrimsdottir,BUET_Ingilief_Hallgrimsdottir
Integrated Data Warehousing for Telecommunication Industries,BUET_Integrated_Data_Warehousing_for_Telecommunication_Industries
Intelligent Mobile Health Monitoring System,BUET_Intelligent_Mobile_Health_Monitoring_System
Intelligent Mobile Health Monitoring System (IMHMS),BUET_Intelligent_Mobile_Health_Monitoring_System_(IMHMS)
Internet of Things Based Free Parking Space Management System,BUET_Internet_of_Things_Based_Free_Parking_Space_Management_System
IoT Based Parking System: Prospects,BUET_IoT_Based_Parking_System:_Prospects
IoT-Blockchain in Remote Patient Monitoring,BUET_IoT-Blockchain_in_Remote_Patient_Monitoring
IoT-based COVID-19 suspect smart entrance monitoring system,BUET_IoT-based_COVID-19_suspect_smart_entrance_monitoring_system
Ipshita Das,BUET_Ipshita_Das
Iram Tazim Hoque,BUET_Iram_Tazim_Hoque
Iram Tazim and Hashem,BUET_Iram_Tazim_and_Hashem
Irfan Alahi,BUET_Irfan_Alahi
Irtesam Mahmud Khan,BUET_Irtesam_Mahmud_Khan
Ishika Tarin,BUET_Ishika_Tarin
Ishita Haque,BUET_Ishita_Haque
Ishrak R Rahman,BUET_Ishrak_R_Rahman
Ishrat Ahmed,BUET_Ishrat_Ahmed
Ishrat Jahan,BUET_Ishrat_Jahan
Ishrat Jahan Eliza,BUET_Ishrat_Jahan_Eliza
Ishrat Jahana,BUET_Ishrat_Jahana
Ishtiyaque Ahmad,BUET_Ishtiyaque_Ahmad
Ismail Sengor Altingovde,BUET_Ismail_Sengor_Altingovde
Ismat Tarik Jahan,BUET_Ismat_Tarik_Jahan
Isomorphism of regular graphs,BUET_Isomorphism_of_regular_graphs
Israt Jahan Mouri,BUET_Israt_Jahan_Mouri
Israt Jahan Shefa,BUET_Israt_Jahan_Shefa
Iterative route discovery in AODV,BUET_Iterative_route_discovery_in_AODV
Itsik Peâ€™er,BUET_Itsik_Peâ€™er
Ivan V Kulakovskiy,BUET_Ivan_V_Kulakovskiy
J Hou,BUET_J_Hou
J Kamruzzaman,BUET_J_Kamruzzaman
J. A. Telle,BUET_J._A._Telle
J. Blair,BUET_J._Blair
J. Ferdous,BUET_J._Ferdous
J. Juen,BUET_J._Juen
J. Karmacharia,BUET_J._Karmacharia
J. Levine,BUET_J._Levine
J. Li,BUET_J._Li
J. Mahmud,BUET_J._Mahmud
J. S. Firoz,BUET_J._S._Firoz
J. Shane Culpepper,BUET_J._Shane_Culpepper
J. T. Howard,BUET_J._T._Howard
J. W. Daykin,BUET_J._W._Daykin
J. Xiao,BUET_J._Xiao
J. Ziembicki,BUET_J._Ziembicki
Jackie Daykin,BUET_Jackie_Daykin
Jacob D’Rozario,BUET_Jacob_D’Rozario
Jaiaid Mobin,BUET_Jaiaid_Mobin
Jailos Lubinda,BUET_Jailos_Lubinda
Jakob B Jespersen,BUET_Jakob_B_Jespersen
Jalal Mahmud,BUET_Jalal_Mahmud
James Batchelor,BUET_James_Batchelor
James H. Anderson,BUET_James_H._Anderson
James Spann,BUET_James_Spann
Jamie Lynn Adams,BUET_Jamie_Lynn_Adams
Jamie Simpson,BUET_Jamie_Simpson
Jannat Ara and Ahmad,BUET_Jannat_Ara_and_Ahmad
Jannatun Noor,BUET_Jannatun_Noor
Jawad and Sharmin,BUET_Jawad_and_Sharmin
Jeet Thaker,BUET_Jeet_Thaker
Jeffrey R Cottrell,BUET_Jeffrey_R_Cottrell
Jennifer Lynn Purks,BUET_Jennifer_Lynn_Purks
Jianguo Wang,BUET_Jianguo_Wang
Jianxin Li,BUET_Jianxin_Li
Jianzhong Qo,BUET_Jianzhong_Qo
Jingyuan Chen,BUET_Jingyuan_Chen
John Mulcahy,BUET_John_Mulcahy
John W Holloway,BUET_John_W_Holloway
Johra Muhammad Moosa,BUET_Johra_Muhammad_Moosa
Jorge A Cobb,BUET_Jorge_A_Cobb
Joyanta Jyoti Mondal,BUET_Joyanta_Jyoti_Mondal
Judith A Holloway,BUET_Judith_A_Holloway
Judy E and Ahamed,BUET_Judy_E_and_Ahamed
Juergen Pilz,BUET_Juergen_Pilz
Juha Kärkkäinen,BUET_Juha_Kärkkäinen
Julia Soto,BUET_Julia_Soto
Julian M. W. Quinn and A. H. M. Kamal,BUET_Julian_M._W._Quinn_and_A._H._M._Kamal
Junaed Younus Khan,BUET_Junaed_Younus_Khan
K. A. Bhuiyan,BUET_K._A._Bhuiyan
K. Abdullah-Al-Mamun,BUET_K._Abdullah-Al-Mamun
K. H. Zubaer,BUET_K._H._Zubaer
K. Li,BUET_K._Li
K. Li.,BUET_K._Li.
K. Mahbub,BUET_K._Mahbub
K. Miura,BUET_K._Miura
K. Murase,BUET_K._Murase
K. Nahrstedt,BUET_K._Nahrstedt
K. S. Hasan,BUET_K._S._Hasan
K. S. Kabir,BUET_K._S._Kabir
K. S. M. Tozammel Hossain,BUET_K._S._M._Tozammel_Hossain
K. Shahidullah,BUET_K._Shahidullah
K. Z. Sultana,BUET_K._Z._Sultana
Kabir Acramul Haque,BUET_Kabir_Acramul_Haque
Kabir H Biswas,BUET_Kabir_H_Biswas
Kaiser Md. Nahiduzzaman,BUET_Kaiser_Md._Nahiduzzaman
Kanak Das and Md. Shohrab Hossain,BUET_Kanak_Das_and_Md._Shohrab_Hossain
Karen Berger,BUET_Karen_Berger
Karen Jaffe,BUET_Karen_Jaffe
Karl Altenburg,BUET_Karl_Altenburg
Karrie Karahalios,BUET_Karrie_Karahalios
Kashik Islam,BUET_Kashik_Islam
Katherine Williams,BUET_Katherine_Williams
Kathryn S. McKinley,BUET_Kathryn_S._McKinley
Katrina Smith Korfmacher,BUET_Katrina_Smith_Korfmacher
Kaysar Abdullah,BUET_Kaysar_Abdullah
Kazi Ashik Islam,BUET_Kazi_Ashik_Islam
Kazi Lutful Kabir,BUET_Kazi_Lutful_Kabir
Kazi Noshin,BUET_Kazi_Noshin
Kazi Sajeed Mehrab,BUET_Kazi_Sajeed_Mehrab
Kazi Samin,BUET_Kazi_Samin
Kazi Samin Mubasshir,BUET_Kazi_Samin_Mubasshir
Kazi Shefaul Mulk Shawrob,BUET_Kazi_Shefaul_Mulk_Shawrob
Kazi Tasnim Zinat,BUET_Kazi_Tasnim_Zinat
Kazi Zakia Sultana,BUET_Kazi_Zakia_Sultana
Kazuyuki Miura,BUET_Kazuyuki_Miura
Kazuyuki Murase,BUET_Kazuyuki_Murase
Kendall E. Nygard,BUET_Kendall_E._Nygard
Kh,BUET_Kh
Kh. M. Alam,BUET_Kh._M._Alam
Khaled Hameed,BUET_Khaled_Hameed
Khaled Hasan,BUET_Khaled_Hasan
Khaleda Akther Papry,BUET_Khaleda_Akther_Papry
Khan Md. Shorwar Khan,BUET_Khan_Md._Shorwar_Khan
Khandakar Ashrafi Akbar,BUET_Khandakar_Ashrafi_Akbar
Khandaker Abrar Nadib,BUET_Khandaker_Abrar_Nadib
Khandker Aftarul Islam,BUET_Khandker_Aftarul_Islam
Khosru Md. Salim,BUET_Khosru_Md._Salim
Kinetisation of view of 3D point set,BUET_Kinetisation_of_view_of_3D_point_set
Klara Nahrstedt,BUET_Klara_Nahrstedt
Knowledge Discovery from Mental Health Data,BUET_Knowledge_Discovery_from_Mental_Health_Data
Kotagiri Ramamohanarao,BUET_Kotagiri_Ramamohanarao
Kotagiri Ramamohanrao,BUET_Kotagiri_Ramamohanrao
Kowshika Sarker,BUET_Kowshika_Sarker
Kurtis Haut,BUET_Kurtis_Haut
Kyriakos Mouratidis,BUET_Kyriakos_Mouratidis
L. Khan,BUET_L._Khan
L. Kulik,BUET_L._Kulik
L. Liu,BUET_L._Liu
L. Mouchard,BUET_L._Mouchard
L. S. Dooley,BUET_L._S._Dooley
L. Vagner,BUET_L._Vagner
L. Xiao,BUET_L._Xiao
L. Zhou,BUET_L._Zhou
Laila Sharmin,BUET_Laila_Sharmin
Lars Kulik,BUET_Lars_Kulik
Lazima Ansari,BUET_Lazima_Ansari
Learning macro-actions for arbitrary planners and domains,BUET_Learning_macro-actions_for_arbitrary_planners_and_domains
Leen Altwayan,BUET_Leen_Altwayan
Lenin Mehedy,BUET_Lenin_Mehedy
Lethe: A tunable delete-aware LSM engine,BUET_Lethe:_A_tunable_delete-aware_LSM_engine
Li-Wen Pan,BUET_Li-Wen_Pan
LiSee: Motion Detection Using Visible Light Communication,BUET_LiSee:_Motion_Detection_Using_Visible_Light_Communication
Limited Search Oblique Decision Tree,BUET_Limited_Search_Oblique_Decision_Tree
Lior Pachter,BUET_Lior_Pachter
Load Aware Broadcast in Mobile Ad Hoc Networks,BUET_Load_Aware_Broadcast_in_Mobile_Ad_Hoc_Networks
Local Network Voronoi Diagram,BUET_Local_Network_Voronoi_Diagram
Location Oblivious Privacy Protection for Group Nearest Neighbor Queries,BUET_Location_Oblivious_Privacy_Protection_for_Group_Nearest_Neighbor_Queries
Long-Range Low-Cost Networking for Real-Time Monitoring of Rail Tracks in Developing Countries,BUET_Long-Range_Low-Cost_Networking_for_Real-Time_Monitoring_of_Rail_Tracks_in_Developing_Countries
Loss,BUET_Loss
Lubna Ahmed,BUET_Lubna_Ahmed
M Ahmed,BUET_M_Ahmed
M Aqib Alfaz,BUET_M_Aqib_Alfaz
M Faizul Bari,BUET_M_Faizul_Bari
M Islam,BUET_M_Islam
M Kaykobad,BUET_M_Kaykobad
M Saifur Rahman,BUET_M_Saifur_Rahman
M Saifur and Purabi,BUET_M_Saifur_and_Purabi
M Saifur and Rahman,BUET_M_Saifur_and_Rahman
M Samiruzzaman,BUET_M_Samiruzzaman
M Shamiul Islam,BUET_M_Shamiul_Islam
M Sohel,BUET_M_Sohel
M Sohel Rahman,BUET_M_Sohel_Rahman
M Tanvir Parvez,BUET_M_Tanvir_Parvez
M. A. A. Mamun,BUET_M._A._A._Mamun
M. A. A. Maruf,BUET_M._A._A._Maruf
M. A. Abedin,BUET_M._A._Abedin
M. A. Ali,BUET_M._A._Ali
M. A. H. Akhand,BUET_M._A._H._Akhand
M. A. H. Newton,BUET_M._A._H._Newton
M. A. Haque,BUET_M._A._Haque
M. A. Hasan,BUET_M._A._Hasan
M. A. Hoque,BUET_M._A._Hoque
M. A. Islam,BUET_M._A._Islam
M. A. Kashem,BUET_M._A._Kashem
M. A. Kashem Mia,BUET_M._A._Kashem_Mia
M. A. Mamun,BUET_M._A._Mamun
M. A. Nayeem,BUET_M._A._Nayeem
M. A. Rafiq,BUET_M._A._Rafiq
M. A. Rahman,BUET_M._A._Rahman
M. A. S. Kamal,BUET_M._A._S._Kamal
M. A. Sharif,BUET_M._A._Sharif
M. Abdus,BUET_M._Abdus
M. Afrin,BUET_M._Afrin
M. Ahmed,BUET_M._Ahmed
M. Akter,BUET_M._Akter
M. Arif Imtiazur Rahman,BUET_M._Arif_Imtiazur_Rahman
M. Atiquzzaman,BUET_M._Atiquzzaman
M. B. Hossain,BUET_M._B._Hossain
M. B. Morshed,BUET_M._B._Morshed
M. Barua,BUET_M._Barua
M. Basak,BUET_M._Basak
M. C. Huang,BUET_M._C._Huang
M. Caesar,BUET_M._Caesar
M. Chowdhury,BUET_M._Chowdhury
M. D. Hossain,BUET_M._D._Hossain
M. E. Haque,BUET_M._E._Haque
M. F. A Ameen,BUET_M._F._A_Ameen
M. F. Amin,BUET_M._F._Amin
M. F. Bari,BUET_M._F._Bari
M. F. Raihan,BUET_M._F._Raihan
M. F. Spear,BUET_M._F._Spear
M. F. U. A. Real,BUET_M._F._U._A._Real
M. Farhad Hossain,BUET_M._Farhad_Hossain
M. Fox,BUET_M._Fox
M. H. A. Khan,BUET_M._H._A._Khan
M. H. Islam,BUET_M._H._Islam
M. Hasan,BUET_M._Hasan
M. Hassan,BUET_M._Hassan
M. I. Hasan,BUET_M._I._Hasan
M. I. I. Sakib,BUET_M._I._I._Sakib
M. I. Khan,BUET_M._I._Khan
M. Islam,BUET_M._Islam
M. J. B. Alam,BUET_M._J._B._Alam
M. Jahan,BUET_M._Jahan
M. K. Abdullah,BUET_M._K._Abdullah
M. K. Khan,BUET_M._K._Khan
M. Kabir,BUET_M._Kabir
M. Kaykobad,BUET_M._Kaykobad
M. Kubica,BUET_M._Kubica
M. Kulkarni,BUET_M._Kulkarni
M. L. Scott,BUET_M._L._Scott
M. M. Ali,BUET_M._M._Ali
M. M. Bhuiyan,BUET_M._M._Bhuiyan
M. M. Hasan,BUET_M._M._Hasan
M. M. Hasan and S. M. N. Alam,BUET_M._M._Hasan_and_S._M._N._Alam
M. M. Islam,BUET_M._M._Islam
M. M. Islam and G. Lu,BUET_M._M._Islam_and_G._Lu
M. M. Kabir,BUET_M._M._Kabir
M. M. Masud,BUET_M._M._Masud
M. M. Murshed,BUET_M._M._Murshed
M. M. R. Lunar,BUET_M._M._R._Lunar
M. M. Rahman,BUET_M._M._Rahman
M. Mahbubuzzaman,BUET_M._Mahbubuzzaman
M. Maheswaran,BUET_M._Maheswaran
M. Mamunul Islam,BUET_M._Mamunul_Islam
M. Manzur Murshed,BUET_M._Manzur_Murshed
M. Meftauddin,BUET_M._Meftauddin
M. Mostakim,BUET_M._Mostakim
M. Murshed,BUET_M._Murshed
M. Musa,BUET_M._Musa
M. N. Hasan and M. M. Islam,BUET_M._N._Hasan_and_M._M._Islam
M. Nahar,BUET_M._Nahar
M. Nasim,BUET_M._Nasim
M. Okura,BUET_M._Okura
M. R. Amin,BUET_M._R._Amin
M. R. H. Khondoker,BUET_M._R._H._Khondoker
M. R. Islam,BUET_M._R._Islam
M. R. M Khondoker,BUET_M._R._M_Khondoker
M. R. M. Khondoker,BUET_M._R._M._Khondoker
M. R. Uddin,BUET_M._R._Uddin
M. Rahaman,BUET_M._Rahaman
M. Rouf,BUET_M._Rouf
M. S. Alam,BUET_M._S._Alam
M. S. Arefin,BUET_M._S._Arefin
M. S. Bayzid,BUET_M._S._Bayzid
M. S. H. Mridha,BUET_M._S._H._Mridha
M. S. Hoque,BUET_M._S._Hoque
M. S. Hossain,BUET_M._S._Hossain
M. S. Islam,BUET_M._S._Islam
M. S. R. Sohel,BUET_M._S._R._Sohel
M. S. Rahman,BUET_M._S._Rahman
M. S. S. Hossain,BUET_M._S._S._Hossain
M. S. Saeef,BUET_M._S._Saeef
M. Saifur Rahman,BUET_M._Saifur_Rahman
M. Samiruzzaman,BUET_M._Samiruzzaman
M. Shahjalal,BUET_M._Shahjalal
M. Shahriar,BUET_M._Shahriar
M. Shajahan,BUET_M._Shajahan
M. Shamsher Ali,BUET_M._Shamsher_Ali
M. Shariar,BUET_M._Shariar
M. Sharmin,BUET_M._Sharmin
M. Sohel Rahman,BUET_M._Sohel_Rahman
M. T. H. Majumder,BUET_M._T._H._Majumder
M. T. Mahmood,BUET_M._T._Mahmood
M. T. Parvez,BUET_M._T._Parvez
M. Vatshelle,BUET_M._Vatshelle
M. Vor?cek,BUET_M._Vor?cek
M. Voracek,BUET_M._Voracek
M. W. H. Sadid,BUET_M._W._H._Sadid
M. Y. Aalsalem,BUET_M._Y._Aalsalem
M. Y. Ali,BUET_M._Y._Ali
M. Z. Rahman,BUET_M._Z._Rahman
M. Zaber,BUET_M._Zaber
M. Ziaur Rahman,BUET_M._Ziaur_Rahman
M. Zoraf,BUET_M._Zoraf
M.A. Islam,BUET_M.A._Islam
M.A. Kashem Mia,BUET_M.A._Kashem_Mia
M.A. Shaheed,BUET_M.A._Shaheed
M.A.H. Newton,BUET_M.A.H._Newton
M.Arif Imtiazur Rahman,BUET_M.Arif_Imtiazur_Rahman
M.E. Hoque,BUET_M.E._Hoque
M.H. Bhuiyan,BUET_M.H._Bhuiyan
M.K. Khan,BUET_M.K._Khan
M.M. Hasan,BUET_M.M._Hasan
M.M. Hossain,BUET_M.M._Hossain
M.M. Islam,BUET_M.M._Islam
M.M. Murshed,BUET_M.M._Murshed
M.M.M. Khan,BUET_M.M.M._Khan
M.M.M. Rahman,BUET_M.M.M._Rahman
M.S. Islam,BUET_M.S._Islam
M.S. Nasif,BUET_M.S._Nasif
M.T parvez,BUET_M.T_parvez
M.T. Moosa,BUET_M.T._Moosa
MA Hossain,BUET_MA_Hossain
MAC-Assisted Broadcast Speedup in Ad-Hoc Wireless Networks,BUET_MAC-Assisted_Broadcast_Speedup_in_Ad-Hoc_Wireless_Networks
MAC-Assisted Topology Control for Ad-hoc Wireless Network,BUET_MAC-Assisted_Topology_Control_for_Ad-hoc_Wireless_Network
MD Nazmuddoha Ansary,BUET_MD_Nazmuddoha_Ansary
MEAlloy : Multiple Inheritance and Encapsulation with Alloy,BUET_MEAlloy_:_Multiple_Inheritance_and_Encapsulation_with_Alloy
MM Islam,BUET_MM_Islam
MRC Mahdy,BUET_MRC_Mahdy
MS Alam,BUET_MS_Alam
MZ Rahman,BUET_MZ_Rahman
Madeleine Coffey,BUET_Madeleine_Coffey
Madhusudan Basak,BUET_Madhusudan_Basak
Madison Smith,BUET_Madison_Smith
Mahadia Kumkum,BUET_Mahadia_Kumkum
Mahamudul Hasan,BUET_Mahamudul_Hasan
Mahathir Ahmad,BUET_Mahathir_Ahmad
