Authors,Title
dr. md. anwar hossain,N/A
dr. md. anwar hossain,N/A
dr. md. anwar hossain,N/A
dr. md. anwar hossain,N/A
dr. md. anwar hossain,N/A
2,N/A
"mahadi hasan, ajab khan kasi, jafar khan kasi, nitin afzulpurkar","""anodic aluminum oxide (aao) to aao bonding and their application for fabrication of 3d microchannel"""
"mahadi hasan, ajab khan kasi, jafar khan kasi, nitin afzulpurkar, supanit porntheeraphat, witsaroot sripumkhai","""fabrication of thinner anodic aluminum oxide (aao) based microchannels"""
"mahadi hasan, chanchal saha, md. mostafizur rahman, md. rabiual islam sarker, subrata k. aditya","""balancing of an inverted pendulum using pd controller"""
"ajab khan kasi, jafar khan kasi, nitin afzulpurkar, mahadi hasan","""bending and branching of anodic aluminum oxide nanochannels and their applications"""
"ajab khan kasi, jafar khan kasi, mahadi hasan, nitin afzulpurkar, sirapat pratontep, supanit porntheeraphat, apirak pankiew","""fabrication of low cost anodic aluminum oxide (aao) tubular membrane and their application for hemodialysis"""
"jafar khan kasi, ajab khan kasi, nitin afzulpurkar, mahadi hasan","""fabrications of three dimensional anodic aluminum oxide micro shapes"""
"jafar khan kasi, ajab khan kasi, nitin afzulpurkar, mahadi hasan, adisorn tuantranont","""synthesis of carbon nanotube and carbon nanofiber in nanopore of anodic aluminum oxide template by chemical vapor deposition at atmospheric pressure"""
"m.t. alam, a. a. mahmood, b. saha, m.n. sakib and n.u. tuhin","""optimal peak shaving operation of hydroelectric power station in bangladesh and its impact on the reduction of severe load shedding"""
"muhibul haque bhuyan, fouzia ferdous, and quazi deen mohd khosru",N/A
muhibul haque bhuyan and quazi deen mohd khosru,"""a semi-analytical subthreshold drain current deflection model for the asymmetric pocket implanted nano scale n-mosfet"""
muhibul haque bhuyan,N/A
md. ashiquzzaman,"""design a prototype of wireless power transmission system using rf/microwave and performance analysis of implementation"""
md. ashiquzzaman,"""design and implementation of wireless digital energy meter using microcontroller"""
md. ashiquzzaman,N/A
"elin granas, jan knudsen, ulrike a schröder, timm gerber, carsten busse, mohammad a arman, karina schulte, jesper n andersen, thomas michely","""oxygen intercalation under graphene on ir (111): energetics, kinetics, and the role of graphene edges"""
dr. monon mahboob,N/A
dr. monon mahboob,N/A
muhibul haque bhuyan and quazi deen mohd khosru,"""inversion layer effective mobility model for pocket implanted nano scale n-mosfet"""
"muhibul haque bhuyan, farseem mannan mohammedy, and quazi deen mohd khosru","""doping profile measurement and characterization by scanning capacitance microscope for pocket implanted nano scale n-mosfet"""
md. ashiquzzaman,"""cost effective microcontroller based solar charge controller"""
dr. munshi mahbubur rahman,N/A
nadia  nowshin,N/A
nadia  nowshin,N/A
nadia  nowshin,N/A
nadia  nowshin,N/A
nadia  nowshin,N/A
dr. md. anwar hossain,N/A
mahmoodul islam,N/A
md. nahian al subri ivan,N/A
dr. md. tanvir hasan,N/A
m. arefeen ibrahim,N/A
habib  muhammad nazir ahmad,N/A
habib  muhammad nazir ahmad,N/A
habib  muhammad nazir ahmad,N/A
habib  muhammad nazir ahmad,N/A
chowdhury akram hossain,N/A
chowdhury akram hossain,N/A
chowdhury akram hossain,N/A
ashik mannan vaskor,N/A
md. mamunur rashid,N/A
md. nasimul islam maruf,N/A
dr. nadia afroze,N/A
nourin  kadir,N/A
dr. rinku  basak,N/A
rinku basak and saiful islam,N/A
dr. saimum  kabir,N/A
bakibillah  a.s.m,N/A
bakibillah  a.s.m,N/A
dr. md. abdur rahman,N/A
dr. ifat- al baqee,N/A
s. m. imrat rahman,N/A
dr. mohammad abdul mannan,N/A
dr. ifat- al baqee,N/A
dr. md. abdur rahman,N/A
bakibillah  a.s.m,N/A
dr. mohammad masum iqbal,N/A
dr. saimum  kabir,N/A
dr. rinku  basak,N/A
md. adnan quaium,N/A
md. nasimul islam maruf,N/A
md. nasimul islam maruf,N/A
md. nasimul islam maruf,N/A
md. nasimul islam maruf,N/A
md. asaduzzaman shoeb,N/A
md. asaduzzaman shoeb,N/A
md. asaduzzaman shoeb,N/A
md. asaduzzaman shoeb,N/A
md. asaduzzaman shoeb,N/A
ashik mannan vaskor,N/A
chowdhury akram hossain,N/A
habib  muhammad nazir ahmad,N/A
m. arefeen ibrahim,N/A
mohammad nasir uddin and ashim kumar saha,"""transmission performance analysis of long-haul wdm network employing single mode fiber, dispersion compensating fiber and erbium doped fiber amplifier"""
bakibillah  a.s.m,N/A
dr. md. tanvir hasan,N/A
dr. md. tanvir hasan,N/A
dr. md. tanvir hasan,N/A
dr. md. tanvir hasan,N/A
dr. md. anwar hossain,N/A
dr. mir mohammad nazmul arefin,N/A
muhibul haque bhuyan and quazi deen mohd khosru,N/A
muhibul haque bhuyan and quazi deen mohd khosru,"""linear pocket profile based threshold voltage model for sub-100 nm n-mosfet"""
muhibul haque bhuyan and quazi deen mohd khosru,"""effects of temperature on reverse short channel effect in pocket implanted sub-100 nm n-mosfet"""
muhibul haque bhuyan and quazi deen mohd khosru,"""an analytical subthreshold drain current model for pocket implanted nano scale n-mosfet"""
dr. monon mahboob,N/A
dr. monon mahboob,N/A
dr. monon mahboob,N/A
"tanbir ibne anowar, gazi habibul hyder and a.h.m sayem",N/A
"a.s.m  mohosin,  tanbir  ibne  anowar,  mollah shahadat  hossain  lipu",N/A
"a.s.m mohosin, md. mokarrom hossain, md. nasir uddin bhuyian, tanbir ibne anowar",N/A
"kazi mostaq ahmed, a.s.m mohosin, tanbir ibne anowar, dr. enamul basher",N/A
"mollah shahadat hossain lipu, tahia fahrin karim, tanbir ibne anowar, a.h.m quamruzzaman",N/A
"mollah shahadat hossain lipu , a.s.m mohosin, tahia fahrin karim , tanbir ibne anowar",N/A
muhibul haque bhuyan and raisa afshah nabi,N/A
mohammad nasir uddin and ashim kumar saha,"""comparison of the optical signal-to-noise ratio (snr) of wdm edfa chains for different light sources"""
dr. md. tanvir hasan,N/A
dr. md. tanvir hasan,N/A
dr. md. tanvir hasan,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
mahmoodul islam,N/A
dr. saimum  kabir,N/A
dr. mohammad masum iqbal,N/A
dr. md. abdur rahman,N/A
dr. md. abdur rahman,N/A
dr. md. abdur rahman,N/A
dr. md. abdur rahman,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. md. abdur rahman,N/A
amzad ali sarkar,N/A
dr. mohammad masum iqbal,N/A
dr. rinku  basak,N/A
kazi firoz ahmed,N/A
m. arefeen ibrahim,N/A
m. arefeen ibrahim,N/A
dr. md. tanvir hasan,N/A
dr. md. tanvir hasan,N/A
dr. md. tanvir hasan,N/A
rafia  akhter,N/A
m.t. alam and q. ahsan,N/A
muhibul haque bhuyan,N/A
"tanbir ibne anowar, dr. enamul basher",N/A
"tanbir ibne anowar, md. masud reza, asst. prof. uzzal kumar achrjee,",N/A
"mr. monoranjan roy, tapen kumar das and tanbir ibne anowar",N/A
dr. monon mahboob,N/A
muhibul haque bhuyan,"""wireless control system for dc motor to position a dish antenna using microcomputer"""
muhibul haque bhuyan and kazi mujibur rahman,"""digital signal processor controlled pwm phase modulator for two-phase induction motor drive"""
muhibul haque bhuyan and kazi mujibur rahman,"""analysis of three level pwm for two-phase voltage source inverters"""
muhibul haque bhuyan,"""finite state machine based directional counter design using vhdl"""
rafia  akhter,N/A
ashik mannan vaskor,N/A
md. adnan quaium,N/A
kazi firoz ahmed,N/A
farhadur arifin,N/A
dr. rinku  basak,N/A
md. adnan quaium,N/A
dr. md. kamrul hassan,N/A
ajmeri nusrat shoma,N/A
dr. mohammad asaduzzaman khan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad asaduzzaman khan,N/A
dr. mohammad asaduzzaman khan,N/A
dr. md. abdur rahman,N/A
dr. md. kamrul hassan,N/A
dr. md. kamrul hassan,N/A
dr. shahriyar masud rizvi,N/A
dr. md. tanvir hasan,N/A
dr. munshi mahbubur rahman,N/A
"md. ashraf uddin bhuiyan, muhibul haque bhuyan, and m. abuwasib","""performance analysis of turbo codes for wireless communication"""
dr. monon mahboob,N/A
"k. nishida, m. rukonuzzaman, m. nakaoka","""digital control three-phase shunt active power filter with a new harmonic-current-extraction process"""
"katsumi nishida, md rukonuzzaman, mutsuo nakaoka","""a novel single-phase shunt active power filter with adaptive neural network based harmonic detection"""
muhibul haque bhuyan and sher shremin azmiri khan,"""mos device simulation using medici"""
rafia  akhter,N/A
dr. md. abdur rahman,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
"shinji sato, shin-ichiro nagai, masayoshi yamamoto, md rukonuzzaman, mutsuo nakaoka","""high efficient low noise three phase voltage-fed soft-switching double pwm converter system with a single resonant dc link snubber"""
西田　克美 エムディ　ルコヌッザマン 中岡　睦雄,"""適応型ディジタルフィルタを用いたアクティブパワーフィルタ出力電流のロバスト有限時間整定制御法"""
"k. nishida, m. rukonuzzaman, m. nakaoka","""advanced current control implementation with robust deadbeat algorithm for shunt single-phase voltage-source type active power filter"""
"md rukonuzzaman, mutsuo nakaoka","""adaptive neural network based harmonic detection for active power filter"""
m. rukonuzzaman and m. nakaoka,"""an advanced three-phase active power filter with adaptive neural network based harmonic current detection scheme"""
"manabu kurokawa, claudio y inaba, m rukonuzzaman, eiji hiraki, yoshihiro konishi, mutsuo nakaoka","""feasible power loss analysis and estimation of auxiliary resonant dc link assisted soft-switching inverter with new zero voltage vector generation method"""
m. rukonuzzaman and  m. nakaoka,"""single-phase shunt active power filter with harmonic detection"""
dr. bashudeb chandra ghosh,N/A
prof. m. a.  quaiyum,N/A
dr. bashudeb chandra ghosh,N/A
prof. m. a.  quaiyum,N/A
dr. md. abu bakar siddiqui,N/A
dr. md. abu bakar siddiqui,N/A
dr. md. abu bakar siddiqui,N/A
dr. md. abu bakar siddiqui,N/A
dr. md. abu bakar siddiqui,N/A
prof. m. a.  quaiyum,N/A
prof. m. a.  quaiyum,N/A
prof. m. a.  quaiyum,N/A
prof. m. a.  quaiyum,N/A
prof. m. a.  quaiyum,N/A
prof. m. a.  quaiyum,N/A
prof. m. a.  quaiyum,N/A
"shaharier kabir, md. shihab sharar oyon, md. nakib shahria, riadul islam, md. jawad-al-mursalin hoque and abu shufian",N/A
"shaharier kabir, abu shufian, riadul islam, md mahafuzul islam, md ashikul islam, and md saidur rashid mahin",N/A
"abu shufian, shaharier kabir, mohammad sakib mahmood, and shaikh anowarul fattah",N/A
"md. tanvir islam mim, md asif imtiaz anik, riadul islam, shaharier kabir, md ashikul islam, and abu shufian",N/A
"monjural zahid redoy, abu shufian, shaharier kabir, md saidur rashid mahin, and muniroopesh raasetti",N/A
"shaharier kabir, arpon bose dibya, abu shufian, md ashikul islam, md mahafuzul islam, and muniroopesh raasetti",N/A
"md. abu talha, rashedur rahman rashed, shameem ahmad, ruham rofique, muhibul haque bhuyan, sujan howlader, md shahriar parvez, mahamudul hassan","""iot-based real-time monitoring and control system for distribution substation"""
"•	m. s. r. mahin, s. kabir, m. a. islam, and a. shufian","""advanced forecasting of wind energy generation through integration of ae-clstm"""
"•	m. a. islam, m. s. r. mahin, s. kabir and a. shufian","""mitigating system imbalance using enhanced droop control in decentralized microgrids"""
"nazmun nahar karima, kamruzzaman rimon, md sumon molla, mahmudul hasan, and muhibul haque  bhuyan","""advanced image processing based solar panel dust  detection system"""
md. fahad hossain; rezoana talukder; arafat rahman; amir khan; istiaque ahamed; abir ahmed,"""designing a smart building fire disaster management system for smart cities"""
mehedi hasan; tahseen asma meem; quazi deen mohd khosru,"""impact of the quantum well for transportation characteristics of al0.3ga0.7as/gaas based double barrier resonant tunneling diode"""
"shuvra mondal, nadif farhin sharon, kaniz mohosina tabassum, umme habiba muna, nowshin alam","""development of a low-cost real time color detection capable robotic arm"""
md shakline khan siam; md. bayezid hossain; arshad hossain; md. yasin arafat; abir ahmed; effat jahan; md. rifat hazari,"""design and implementation of iot-based indoor air purifier"""
"fahmida shilla, indrajit kumar paul, and md. rakibul islam chowdhury","""a comparative study on geotechnical properties of soil in dhaka – a case study using different methods"""
"md abu talha, tanbir ibne anowar, shuvra mondal",N/A
bishwajit banik pathik; md. sadikur rahman bijoy; omar faruk joy,"""electric vehicles charging stations and payment: technology adaptation for an emerging country"""
bishwajit banik pathik; minaruzaman rakib; rashadul kabir rasel; sadman hossain sakib; shameem ahmad; asadullah all-galib,"""efficiency enhancement of pv system integrating thermoelectric generators and automatic cleaning system"""
"md. ehasanul haque, md. sarowar hossain",N/A
"tarifuzzaman riyad, md. asif iqbal, habib un nabi polash, s.m. oaliullah sohrab and shuvra mondal",N/A
"md saidur rashid mahin, shaharier kabir, md ashikul islam ,and abu shufian","""advanced forecasting of wind energy generation through integration of ae-clstm"""
"md abu talha, tanbir ibne anowar, shuvra mondal","""rfid-based toll plaza system for developing countries"""
"riadul islam, shaharier kabir, md imran hossain, nasif hannan, md ashikul islam and abu shufian","""advancing droop control dynamics for equilibrium in decentralized microgrids: a strategy for enhanced power distribution"""
m. t. alam; m. ashiquzzaman; s. m. t. alam; m. s. mostak; h. rahman; p. das,"""iot-based power monitoring and management system of a distribution substation"""
mehedi hasan; tahseen asma meem; quazi deen mohd khosru,"""impact of the quantum well for transportation characteristics of al0.3ga0.7as/gaas based double barrier resonant tunneling diode"""
niloy goswami; md. abdur rahman,"""performance analysis of cylindrical dielectric resonator antenna for ultra-wideband and sub-6 ghz wireless communication"""
nafisa tabassum; effat jahan; niloy goswami; md. saniat rahman zishan,"""analysis of genetic algorithm-optimized pid controllers for a two-area automatic generation control system"""
"md. habib a hasan, saif ahmed siddique, murshida rahman, bonany saha, jalal ahammad, rinku basak","""an effective dc-dc charging system using voltage doubler based resonant lcc and llc converters"""
"md. habib a hasan, saif ahmed siddique, murshida rahman, bonany saha, and rinku basak","""an effective solar powered charging system using resonant lcc boost converters"""
akib jayed islam; swapnil pranta; sultanus salehin; nobel das; md. raihan ahmed shawon; sadman shahriar alam,N/A
lia moni; md. saniat rahman zishan; raja rashidul hasan; sumit hassan eshan,"""design and performance analysis of graphene based tera hertz patch antenna for 6g applications"""
"md salman khan mithil, md abu talha, shameem ahmad","""enhancing solar system efficiency based on precise real-time energy data analysis and sun position tracking"""
md. ali al jaman chaudhuy; md. sifat alam; omar faruk joy; md. kamrul hassan; bishwajit banik pathik,"""iot based surface vehicle system for water quality analysis and surveying"""
anika tun naziba; mohammad nasir uddin,"""cancer cell detection biosensor utilizing dual-core pcf-based surface plasmon resonance"""
abdulla mahamud shejan; md. mehedi hasan monna; s g a shezan; imtiaz uddin; mohammad nasir uddin,"""multi-input faster region-based convolutional neural network(convnet) and facial landmark feature-based crowd recognition: a deep learning approach"""
"haider mahmud bijoy, md. mahadi hasan, md. asadur jaman, and muhibul haque bhuyan","""design, simulation, and implementation of a smart net-metering system for the distributed pv and grid-connected customers"""
"nazmun nahar karima, mahmudul hasan saikat, md sumon molla, and muhibul haque bhuyan","""a real-time iot-enabled automated solar panel cleaning system with dust detection employing advanced image processing technique"""
"sumit hassan eshan, raja rashidul hasan, rinku basak, abdullah al mamun sarker, md. farukuzzaman, shamim forhad, ashrafuzzaman babu, md. toufiqur rahman","""design and analysis of a 6g terahertz aeronautical antenna based on graphene"""
alam muhammad morshed,"""leader-follower formation strategy in a uav swarm for tree plantation: design and effectiveness"""
"m. k. saifullah, e. jahan and m. n. uddin","""mppt control for standalone wind energy conversion system: integrating hybrid p&o and ann with voltage-lift boost converter"""
rinku basak,"""a rapid, and low-cost electrical impedance tomography sensor system for non-destructive evaluation of multiple inhomogeneities"""
"shaharier kabir dept. of eee, american international university-bangladesh, dhaka, bangladesh ; abu shufian; riadul islam; nasif hannan; md. saniat rahman zishan; shaikh anowarul fattah",N/A
nafisa tabassum; effat jahan; niloy goswami; md. saniat rahman zishan,N/A
"iftear faisal , omar farooq , sumaiya malik , mohammad tawhidul alam , shuvra mondal , tanbir ibne anowar","""a smart vehicle alert system with intelligent vehicle safety"""
dr. muhibul haque bhuyan,"""applications of iot in smart systems for sustainable development"""
susmita ghosh,N/A
md. salehin ferdous kader,"""power, electrical, electronics and industrial applications (peeiacon) 2024."""
rupa paul; lamia mannan; tahseen asma meem; mr. mehedi hasan,N/A
"m.t. alam, m. ashiquzzaman, s.m.t. alam, m.s. mostak, h. rahman, p. das","""iot based power monitoring and management system of a distribution substation"""
